Address,Postcode,Suburb,Regionname,CouncilArea,Type,Price,SellerG,Method,Date,Year,Month,NewBed,Bathroom,Bathroom_was_0,Car,Car_was_missing,Distance,Landsize,Landsize_Indicator,BuildingArea
25 Bungay St,3087,Watsonia,Northern Metropolitan,Banyule,h,761000,LJ,S,2017-04-22,2017,4,4,1.0,False,2.0,False,14.9,696,0,123.0
8 Castlereagh Pl,3087,Watsonia,Northern Metropolitan,Banyule,h,715000,Barry,SP,2017-04-22,2017,4,3,1.0,False,2.0,False,14.9,312,0,
5 Daours Ct,3087,Watsonia,Northern Metropolitan,Banyule,h,932500,Miles,S,2017-04-22,2017,4,4,2.0,False,2.0,False,14.9,585,0,180.0
25 High St,3087,Watsonia,Northern Metropolitan,Banyule,h,895000,Barry,S,2017-04-29,2017,4,3,1.0,False,2.0,False,14.9,775,0,
61 Clive St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,1435000,Village,S,2017-05-06,2017,5,4,2.0,False,2.0,False,8.2,523,0,244.0
4/8 Margot St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,470000,Greg,SP,2017-05-06,2017,5,2,1.0,False,1.0,False,8.2,0,1,77.0
2/663 Barkly St,3012,West Footscray,Western Metropolitan,Maribyrnong,u,580000,Jas,SP,2017-04-08,2017,4,2,1.0,False,0.0,False,8.2,183,0,104.0
4/667 Barkly St,3012,West Footscray,Western Metropolitan,Maribyrnong,u,375000,Burnham,S,2017-04-08,2017,4,1,1.0,False,1.0,False,8.2,60,0,
17 Braid St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,650000,Sweeney,VB,2017-04-08,2017,4,2,1.0,False,1.0,False,8.2,452,0,
17/24 Dongola Rd,3012,West Footscray,Western Metropolitan,Maribyrnong,t,815000,McGrath,S,2017-04-08,2017,4,3,1.0,False,2.0,False,8.2,203,0,3.0
10 Neil St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,970000,Biggin,PI,2017-04-08,2017,4,4,1.0,False,2.0,False,8.2,528,0,143.0
15 Rupert St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,1325000,hockingstuart,S,2017-04-08,2017,4,4,2.0,False,4.0,False,8.2,525,0,188.0
25 Tucker St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,890000,Biggin,S,2017-05-13,2017,5,3,1.0,False,3.0,False,8.2,334,0,
16 Dove St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,900000,hockingstuart,S,2017-05-20,2017,5,3,1.0,False,0.0,False,8.2,218,0,
4/38 Hampton Pde,3012,West Footscray,Western Metropolitan,Maribyrnong,u,266000,Sweeney,S,2017-05-20,2017,5,2,1.0,False,1.0,False,8.2,1059,0,65.0
16 Hope St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,830000,Burnham,PI,2017-05-20,2017,5,3,1.0,False,0.0,False,8.2,370,0,
91 Suffolk St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,888000,Sweeney,PI,2017-05-20,2017,5,2,1.0,False,2.0,False,8.2,401,0,113.81
106 Summerhill Rd,3012,West Footscray,Western Metropolitan,Maribyrnong,h,1040000,Jas,S,2017-05-20,2017,5,3,1.0,False,1.0,False,8.2,330,0,
4/624 Barkly St,3012,West Footscray,Western Metropolitan,Maribyrnong,u,490000,Village,S,2017-04-22,2017,4,2,1.0,False,1.0,False,8.2,117,0,
1 Dongola Rd,3012,West Footscray,Western Metropolitan,Maribyrnong,h,935000,Jas,S,2017-04-22,2017,4,3,1.0,False,2.0,False,8.2,325,0,102.0
14 Stanhope St,3012,West Footscray,Western Metropolitan,Maribyrnong,h,975000,Jas,S,2017-04-22,2017,4,3,1.0,False,0.0,False,8.2,318,0,
8/132 Rupert St,3012,West Footscray,Western Metropolitan,Maribyrnong,u,185000,Jas,PI,2017-04-29,2017,4,1,1.0,False,1.0,False,8.2,0,1,
44 Electra St,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,2165000,Greg,SP,2017-05-06,2017,5,4,2.0,False,2.0,False,8.0,450,0,190.0
8 Jobson St,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1245000,hockingstuart,S,2017-05-06,2017,5,3,2.0,False,2.0,False,8.0,292,0,117.0
73a Victoria St,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,2075000,Greg,SP,2017-05-06,2017,5,4,3.0,False,2.0,False,8.0,324,0,229.0
2/77 Dover Rd,3016,Williamstown,Western Metropolitan,Hobsons Bay,u,543000,Williams,S,2017-04-08,2017,4,2,1.0,False,1.0,False,8.0,0,1,78.0
8 Princes St,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1150000,Jas,SP,2017-04-08,2017,4,3,1.0,False,0.0,False,8.0,308,0,120.0
35 Railway Pl,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1290000,RT,S,2017-04-08,2017,4,3,1.0,False,0.0,False,8.0,273,0,
2/170 Cecil St,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1000000,Raine,S,2017-05-13,2017,5,2,1.0,False,2.0,False,8.0,447,0,
10 Crofton Dr,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,2040000,Greg,S,2017-05-13,2017,5,5,3.0,False,2.0,False,8.0,531,0,288.0
60 Merrett Dr,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1412000,Williams,SP,2017-05-13,2017,5,4,2.0,False,4.0,False,8.0,551,0,
8/97 Verdon St,3016,Williamstown,Western Metropolitan,Hobsons Bay,u,465000,Raine,S,2017-05-13,2017,5,2,1.0,False,1.0,False,8.0,0,1,78.0
2/47 Power St,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,855000,Williams,S,2017-05-20,2017,5,2,1.0,False,1.0,False,8.0,160,0,
12/53 Morris St,3016,Williamstown,Western Metropolitan,Hobsons Bay,u,550000,Williams,SP,2017-04-22,2017,4,2,1.0,False,2.0,False,8.0,0,1,65.0
9/99 Verdon St,3016,Williamstown,Western Metropolitan,Hobsons Bay,u,490000,Village,S,2017-04-22,2017,4,2,1.0,False,1.0,False,8.0,0,1,
6 Caspian Tce,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1200000,Village,SP,2017-04-29,2017,4,4,3.0,False,2.0,False,8.0,183,0,191.0
240 Coogee La,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1330000,Greg,S,2017-04-29,2017,4,3,2.0,False,2.0,False,8.0,184,0,
15 Kingshott Cl,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1500000,Greg,VB,2017-04-29,2017,4,4,3.0,False,2.0,False,8.0,450,0,
165 Osborne St,3016,Williamstown,Western Metropolitan,Hobsons Bay,h,1630000,Sweeney,S,2017-04-29,2017,4,4,2.0,False,2.0,False,8.0,260,0,
76 Castlemaine St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,935000,Jas,S,2017-05-06,2017,5,3,1.0,False,0.0,False,7.0,212,0,
8 Gordon Pde,3013,Yarraville,Western Metropolitan,Maribyrnong,h,990000,Jas,S,2017-05-06,2017,5,3,1.0,False,2.0,False,7.0,340,0,119.0
92 Simpson St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,950000,Village,SP,2017-05-06,2017,5,2,1.0,False,0.0,False,7.0,94,0,
15 Freame St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1196000,Greg,S,2017-04-08,2017,4,2,1.0,False,2.0,False,7.0,451,0,
1/17 Gordon Pde,3013,Yarraville,Western Metropolitan,Maribyrnong,h,470000,Sweeney,S,2017-04-08,2017,4,2,1.0,False,1.0,False,7.0,79,0,
14 Lennox St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1131500,Jas,SP,2017-04-08,2017,4,3,1.0,False,1.0,False,7.0,248,0,
54 Tongue St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,2035000,Jas,S,2017-04-08,2017,4,4,2.0,False,0.0,False,7.0,607,0,201.0
29 Wilson St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,935000,Jas,S,2017-04-08,2017,4,3,1.0,False,0.0,False,7.0,198,0,98.0
260 Francis St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,892000,Village,S,2017-05-13,2017,5,3,1.0,False,2.0,False,7.0,449,0,106.76
1 Highgate St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,985500,Jas,S,2017-05-13,2017,5,4,1.0,False,5.0,False,7.0,445,0,139.0
2/150 Hyde St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,650000,Jas,SP,2017-05-13,2017,5,2,2.0,False,2.0,False,7.0,0,1,92.0
1/6 Jepson St,3013,Yarraville,Western Metropolitan,Maribyrnong,t,1070000,Jas,S,2017-05-13,2017,5,3,2.0,False,2.0,False,7.0,257,0,
10/51 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,397000,Village,S,2017-05-13,2017,5,2,1.0,False,1.0,False,7.0,0,1,68.0
33 Bromyard St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1035000,Sweeney,S,2017-05-20,2017,5,2,1.0,False,3.0,False,7.0,469,0,
26 Buninyong St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1370000,Greg,S,2017-05-20,2017,5,3,2.0,False,2.0,False,7.0,389,0,
455 Geelong Rd,3013,Yarraville,Western Metropolitan,Maribyrnong,h,650000,Village,PI,2017-05-20,2017,5,2,1.0,False,2.0,False,7.0,304,0,81.0
96 Hamilton St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,820000,Village,PI,2017-05-20,2017,5,2,1.0,False,0.0,False,7.0,211,0,
292 Hyde St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,750000,McGrath,PI,2017-05-20,2017,5,3,2.0,False,1.0,False,7.0,390,0,126.0
2/10 Schild St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,497600,Jas,SP,2017-05-20,2017,5,2,1.0,False,1.0,False,7.0,0,1,
183 Stephen St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,970000,Raine,S,2017-05-20,2017,5,3,2.0,False,0.0,False,7.0,354,0,135.0
66 Drew St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1256000,hockingstuart,S,2017-04-22,2017,4,2,1.0,False,3.0,False,7.0,531,0,111.0
3/11 Fielding St,3013,Yarraville,Western Metropolitan,Maribyrnong,t,1120000,hockingstuart,S,2017-04-22,2017,4,3,2.0,False,0.0,False,7.0,152,0,170.0
2C Castlemaine St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1425000,Jas,PI,2017-04-29,2017,4,3,3.0,False,2.0,False,7.0,305,0,220.0
40 Kingston St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,872500,Jas,SP,2017-04-29,2017,4,3,1.0,False,2.0,False,7.0,189,0,85.0
46 MacKay St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,1455000,Village,S,2017-04-29,2017,4,4,1.0,False,1.0,False,7.0,328,0,140.0
12/35 Princess St,3013,Yarraville,Western Metropolitan,Maribyrnong,u,331000,Jas,S,2017-04-29,2017,4,1,1.0,False,1.0,False,7.0,0,1,54.0
10 Salisbury St,3013,Yarraville,Western Metropolitan,Maribyrnong,h,950000,Sweeney,S,2017-04-29,2017,4,3,2.0,False,2.0,False,7.0,287,0,210.68
132 Vere St,3067,Abbotsford,Northern Metropolitan,Yarra,h,1000000,Biggin,SP,2017-04-08,2017,4,3,1.0,False,0.0,False,2.5,198,0,98.0
6/205 Gipps St,3067,Abbotsford,Northern Metropolitan,Yarra,u,870000,Biggin,S,2017-05-20,2017,5,2,2.0,False,1.0,False,2.5,0,1,86.0
24 Cooke St,3067,Abbotsford,Northern Metropolitan,Yarra,h,1050000,Jellis,S,2017-04-29,2017,4,2,1.0,False,0.0,False,2.5,129,0,128.0
198 Gipps St,3067,Abbotsford,Northern Metropolitan,Yarra,h,1242000,Nelson,S,2017-04-29,2017,4,2,1.0,False,1.0,False,2.5,249,0,98.0
22 Lulie St,3067,Abbotsford,Northern Metropolitan,Yarra,h,1165000,Jellis,S,2017-04-29,2017,4,3,2.0,False,0.0,False,2.5,92,0,114.0
48 Bedford St,3042,Airport West,Western Metropolitan,Moonee Valley,h,872500,Nelson,S,2017-04-08,2017,4,3,1.0,False,1.0,False,13.5,594,0,
33 Green St,3042,Airport West,Western Metropolitan,Moonee Valley,h,720000,Brad,S,2017-04-08,2017,4,3,2.0,False,2.0,False,13.5,305,0,136.0
25 Clydesdale Rd,3042,Airport West,Western Metropolitan,Moonee Valley,h,985000,McDonald,S,2017-04-29,2017,4,3,1.0,False,1.0,False,13.5,841,0,
67 Halsey Rd,3042,Airport West,Western Metropolitan,Moonee Valley,h,510000,Nelson,VB,2017-04-29,2017,4,3,1.0,False,1.0,False,13.5,488,0,217.0
2/80 Hawker St,3042,Airport West,Western Metropolitan,Moonee Valley,u,480000,Barry,VB,2017-04-29,2017,4,2,1.0,False,1.0,False,13.5,128,0,92.0
26 Wyalong St,3020,Albion,Western Metropolitan,Brimbank,h,800000,Bells,S,2017-04-08,2017,4,3,2.0,False,5.0,False,13.9,689,0,128.0
1/141 Anderson Rd,3020,Albion,Western Metropolitan,Brimbank,u,420000,Bells,S,2017-05-13,2017,5,2,1.0,False,1.0,False,13.9,192,0,88.0
76 Forrest St,3020,Albion,Western Metropolitan,Brimbank,h,700000,Douglas,S,2017-05-13,2017,5,3,1.0,False,2.0,False,13.9,697,0,
2/36 Selwyn St,3020,Albion,Western Metropolitan,Brimbank,u,580000,Douglas,PI,2017-05-13,2017,5,3,2.0,False,2.0,False,13.9,250,0,129.0
1/121 Anderson Rd,3020,Albion,Western Metropolitan,Brimbank,u,200000,FN,VB,2017-05-20,2017,5,1,1.0,False,1.0,False,13.9,1175,0,35.0
67 Norwood St,3020,Albion,Western Metropolitan,Brimbank,h,621000,hockingstuart,S,2017-05-20,2017,5,3,1.0,False,3.0,False,13.9,547,0,140.0
2/62 Selwyn St,3020,Albion,Western Metropolitan,Brimbank,u,600000,Douglas,SA,2017-05-20,2017,5,3,1.0,False,1.0,False,13.9,181,0,129.0
7 Cowra St,3018,Altona,Western Metropolitan,Hobsons Bay,h,840000,hockingstuart,SP,2017-04-08,2017,4,3,1.0,False,2.0,False,13.8,577,0,
196 Blyth St,3018,Altona,Western Metropolitan,Hobsons Bay,h,1480000,Greg,SP,2017-05-13,2017,5,5,3.0,False,4.0,False,13.8,725,0,201.0
2/214 Queen St,3018,Altona,Western Metropolitan,Hobsons Bay,t,600000,hockingstuart,SP,2017-05-20,2017,5,2,1.0,False,2.0,False,13.8,190,0,
3/8 Rayner St,3018,Altona,Western Metropolitan,Hobsons Bay,t,597500,hockingstuart,S,2017-04-22,2017,4,2,1.0,False,2.0,False,13.8,178,0,
12 Kookaburra St,3018,Altona,Western Metropolitan,Hobsons Bay,h,1165000,Greg,S,2017-04-29,2017,4,3,1.0,False,2.0,False,13.8,700,0,
13 Linnet St,3018,Altona,Western Metropolitan,Hobsons Bay,h,1295000,Greg,S,2017-04-29,2017,4,3,1.0,False,2.0,False,13.8,725,0,
53 Gloucester Rd,3147,Ashburton,Southern Metropolitan,Boroondara,h,1450000,Woodards,S,2017-04-08,2017,4,2,1.0,False,1.0,False,11.0,627,0,
2a Liberator St,3147,Ashburton,Southern Metropolitan,Boroondara,u,925000,Jellis,S,2017-04-08,2017,4,2,1.0,False,2.0,False,11.0,257,0,
23 Solway St,3147,Ashburton,Southern Metropolitan,Boroondara,h,2220000,Marshall,S,2017-05-13,2017,5,4,3.0,False,2.0,False,11.0,480,0,244.0
24 Baird St,3147,Ashburton,Southern Metropolitan,Boroondara,h,1912500,Jellis,S,2017-04-22,2017,4,3,2.0,False,2.0,False,11.0,869,0,
11 Poulter St,3147,Ashburton,Southern Metropolitan,Boroondara,h,2085000,Buxton,PI,2017-04-29,2017,4,4,2.0,False,2.0,False,11.0,705,0,
10A Head St,3103,Balwyn,Southern Metropolitan,Boroondara,h,1380000,Barry,S,2017-04-08,2017,4,3,2.0,False,1.0,False,9.7,548,0,
2/15 Pryton Ct,3103,Balwyn,Southern Metropolitan,Boroondara,u,825000,Biggin,PI,2017-05-20,2017,5,2,2.0,False,2.0,False,9.7,288,0,
12 Power St,3103,Balwyn,Southern Metropolitan,Boroondara,h,1670000,Fletchers,PI,2017-04-22,2017,4,3,1.0,False,1.0,False,9.7,534,0,
27A Yerrin St,3103,Balwyn,Southern Metropolitan,Boroondara,t,1680000,Fletchers,S,2017-04-22,2017,4,3,3.0,False,1.0,False,9.7,329,0,178.0
6 Millers Rd,3012,Brooklyn,Western Metropolitan,Hobsons Bay,h,1005000,hockingstuart,S,2017-04-22,2017,4,2,1.0,False,2.0,False,10.9,780,0,156.0
1/2 Drummond St,3053,Carlton,Northern Metropolitan,Melbourne,u,1520000,hockingstuart,S,2017-04-08,2017,4,3,2.0,False,2.0,False,1.8,214,0,
2/100 Keppel St,3053,Carlton,Northern Metropolitan,Melbourne,t,960000,Nelson,VB,2017-05-20,2017,5,2,2.0,False,1.0,False,1.8,0,1,90.0
11/108 Elgin St,3053,Carlton,Northern Metropolitan,Melbourne,u,995000,Woodards,S,2017-04-22,2017,4,2,2.0,False,1.0,False,1.8,0,1,110.0
20/264 Drummond St,3053,Carlton,Northern Metropolitan,Melbourne,u,490000,hockingstuart,S,2017-04-29,2017,4,1,1.0,False,1.0,False,1.8,0,1,51.0
39 Durham St,3084,Eaglemont,Eastern Metropolitan,Banyule,h,1750000,Nelson,VB,2017-05-20,2017,5,4,2.0,False,2.0,False,10.3,707,0,217.0
121 The Righi,3084,Eaglemont,Eastern Metropolitan,Banyule,h,2710000,Miles,PI,2017-04-29,2017,4,5,3.0,False,2.0,False,10.3,1001,0,
402/166 Wellington Pde,3002,East Melbourne,Northern Metropolitan,Melbourne,u,503000,Biggin,S,2017-04-08,2017,4,1,1.0,False,1.0,False,1.5,0,1,
4/24 Hotham St,3002,East Melbourne,Northern Metropolitan,Melbourne,u,810000,Biggin,S,2017-05-13,2017,5,2,1.0,False,1.0,False,1.5,944,0,
127 Gipps St,3002,East Melbourne,Northern Metropolitan,Melbourne,h,4275000,Caine,S,2017-05-20,2017,5,4,2.0,False,2.0,False,1.5,326,0,
9/39 Horne St,3185,Elsternwick,Southern Metropolitan,Glen Eira,t,850000,Beller,VB,2017-04-08,2017,4,3,2.0,False,2.0,False,8.5,114,0,145.0
8/37 Victoria St,3185,Elsternwick,Southern Metropolitan,Glen Eira,u,740000,Gary,SP,2017-04-08,2017,4,2,1.0,False,1.0,False,8.5,0,1,97.0
24 Clarence St,3185,Elsternwick,Southern Metropolitan,Glen Eira,h,1940000,Biggin,S,2017-05-20,2017,5,3,2.0,False,2.0,False,8.5,439,0,
4/34 Horne St,3185,Elsternwick,Southern Metropolitan,Glen Eira,u,595000,Hodges,S,2017-04-29,2017,4,2,1.0,False,1.0,False,8.5,0,1,
3/33 St Georges Rd,3185,Elsternwick,Southern Metropolitan,Glen Eira,u,632500,Gary,S,2017-04-29,2017,4,2,1.0,False,1.0,False,8.5,0,1,76.0
12/10 Docker St,3184,Elwood,Southern Metropolitan,Port Phillip,u,1260000,hockingstuart,S,2017-04-08,2017,4,2,2.0,False,2.0,False,7.7,626,0,125.0
9/457 St Kilda St,3184,Elwood,Southern Metropolitan,Port Phillip,u,695000,hockingstuart,S,2017-04-08,2017,4,2,1.0,False,1.0,False,7.7,845,0,
8/89 Addison St,3184,Elwood,Southern Metropolitan,Port Phillip,u,950000,Whiting,S,2017-05-13,2017,5,3,1.0,False,1.0,False,7.7,0,1,
7/282 Barkly St,3184,Elwood,Southern Metropolitan,Port Phillip,u,360000,Biggin,S,2017-05-13,2017,5,1,1.0,False,0.0,False,7.7,0,1,39.5
9 Kendall St,3184,Elwood,Southern Metropolitan,Port Phillip,h,1875000,Chisholm,VB,2017-05-13,2017,5,3,2.0,False,2.0,False,7.7,270,0,
6/5 Alfriston St,3184,Elwood,Southern Metropolitan,Port Phillip,u,642000,hockingstuart,S,2017-05-20,2017,5,2,1.0,False,0.0,False,7.7,0,1,
23 Byron St,3184,Elwood,Southern Metropolitan,Port Phillip,h,1520000,Chisholm,S,2017-05-20,2017,5,3,2.0,False,1.0,False,7.7,362,0,138.0
13 Cyril St,3184,Elwood,Southern Metropolitan,Port Phillip,h,2275000,Biggin,S,2017-05-20,2017,5,5,2.0,False,1.0,False,7.7,399,0,
14/125 Ormond Rd,3184,Elwood,Southern Metropolitan,Port Phillip,u,800000,Buxton,SP,2017-05-20,2017,5,2,2.0,False,2.0,False,7.7,0,1,92.0
6/53 Tennyson St,3184,Elwood,Southern Metropolitan,Port Phillip,u,500000,Morleys,SA,2017-05-20,2017,5,2,1.0,False,1.0,False,7.7,0,1,76.0
102/95 Ormond Rd,3184,Elwood,Southern Metropolitan,Port Phillip,u,490000,McGrath,VB,2017-04-29,2017,4,1,1.0,False,1.0,False,7.7,0,1,53.0
10 Cowper St,3041,Essendon North,Western Metropolitan,Moonee Valley,h,1291000,Barry,S,2017-04-08,2017,4,4,2.0,False,2.0,False,9.4,521,0,157.0
3 Madden St,3041,Essendon North,Western Metropolitan,Moonee Valley,t,810000,Pagan,S,2017-05-20,2017,5,2,2.0,False,1.0,False,9.4,175,0,
5/15 Bulla Rd,3041,Essendon North,Western Metropolitan,Moonee Valley,u,415500,Nelson,S,2017-04-22,2017,4,2,1.0,False,1.0,False,9.4,82,0,
60 Argyle St,3065,Fitzroy,Northern Metropolitan,Yarra,t,1100000,Nelson,VB,2017-04-08,2017,4,2,2.0,False,1.0,False,1.6,81,0,136.0
28 Greeves St,3065,Fitzroy,Northern Metropolitan,Yarra,h,1350000,Jellis,VB,2017-05-13,2017,5,2,1.0,False,0.0,False,1.6,131,0,110.0
7B Hargreaves St,3065,Fitzroy,Northern Metropolitan,Yarra,h,2725000,Jellis,S,2017-05-13,2017,5,3,2.0,False,1.0,False,1.6,0,1,
322 Young St,3065,Fitzroy,Northern Metropolitan,Yarra,t,1050000,Nelson,S,2017-05-20,2017,5,2,1.0,False,1.0,False,1.6,87,0,
10/59 Young St,3065,Fitzroy,Northern Metropolitan,Yarra,h,1326000,Nelson,S,2017-05-20,2017,5,3,2.0,False,2.0,False,1.6,718,0,
233 Gore St,3065,Fitzroy,Northern Metropolitan,Yarra,h,1200000,Brad,SP,2017-04-29,2017,4,2,1.0,False,0.0,False,1.6,63,0,
503/185 Rose St,3065,Fitzroy,Northern Metropolitan,Yarra,u,681500,Jellis,SP,2017-04-29,2017,4,2,1.0,False,1.0,False,1.6,0,1,
3 Birk Ct,3043,Gowanbrae,Western Metropolitan,Moreland,h,680000,Nelson,S,2017-04-08,2017,4,3,2.0,False,1.0,False,13.6,277,0,168.0
3 Daffodil Ct,3043,Gowanbrae,Western Metropolitan,Moreland,h,741000,Nelson,S,2017-04-08,2017,4,3,2.0,False,2.0,False,13.6,585,0,
7 Adelaide Bvd,3043,Gowanbrae,Western Metropolitan,Moreland,h,990000,Nelson,S,2017-05-13,2017,5,4,2.0,False,2.0,False,13.6,702,0,170.0
13 Gowanbrae Dr,3043,Gowanbrae,Western Metropolitan,Moreland,h,970000,Nelson,S,2017-04-29,2017,4,4,2.0,False,3.0,False,13.6,737,0,265.0
81 Johnstone St,3047,Jacana,Northern Metropolitan,Hume,h,485000,Barry,SP,2017-04-08,2017,4,3,1.0,False,2.0,False,14.5,630,0,105.23
17 Bannister St,3047,Jacana,Northern Metropolitan,Hume,h,618000,YPA,S,2017-05-20,2017,5,4,1.0,False,2.0,False,14.5,604,0,
49a Spence St,3042,Keilor Park,Western Metropolitan,Brimbank,u,616000,Barry,S,2017-04-22,2017,4,3,1.0,False,2.0,False,14.5,431,0,
7 Zagreb Ct,3042,Keilor Park,Western Metropolitan,Brimbank,h,773000,Nelson,S,2017-04-29,2017,4,3,2.0,False,2.0,False,14.5,650,0,150.0
20 Bradfield La,3031,Kensington,Northern Metropolitan,Melbourne,t,425000,Biggin,SA,2017-04-08,2017,4,1,1.0,False,1.0,False,4.2,0,1,46.0
10/2 Howlett St,3031,Kensington,Northern Metropolitan,Melbourne,u,500000,Edward,S,2017-04-08,2017,4,2,1.0,False,1.0,False,4.2,0,1,86.0
9/11 Smith St,3031,Kensington,Northern Metropolitan,Melbourne,u,525000,Edward,VB,2017-05-13,2017,5,2,1.0,False,1.0,False,4.2,0,1,73.0
16 Altona St,3031,Kensington,Northern Metropolitan,Melbourne,h,1110000,Nelson,S,2017-05-20,2017,5,2,1.0,False,0.0,False,4.2,155,0,
4/26 Barnett St,3031,Kensington,Northern Metropolitan,Melbourne,t,917500,Nelson,S,2017-05-20,2017,5,3,1.0,False,1.0,False,4.2,98,0,101.0
2/2 McCracken St,3031,Kensington,Northern Metropolitan,Melbourne,t,811000,Biggin,SP,2017-05-20,2017,5,2,1.0,False,0.0,False,4.2,113,0,
23 Wakefield St,3031,Kensington,Northern Metropolitan,Melbourne,h,1190000,Rendina,S,2017-05-20,2017,5,3,2.0,False,1.0,False,4.2,180,0,
33 Chelmsford St,3031,Kensington,Northern Metropolitan,Melbourne,h,903000,Rendina,S,2017-04-22,2017,4,2,1.0,False,0.0,False,4.2,184,0,
41 Kensington Rd,3031,Kensington,Northern Metropolitan,Melbourne,h,902500,Rendina,S,2017-04-22,2017,4,3,1.0,False,1.0,False,4.2,0,1,125.0
33 McCracken St,3031,Kensington,Northern Metropolitan,Melbourne,h,1817000,Hodges,SP,2017-04-22,2017,4,4,2.0,False,1.0,False,4.2,309,0,
2/75 McCracken St,3031,Kensington,Northern Metropolitan,Melbourne,u,528000,Nelson,S,2017-04-22,2017,4,2,1.0,False,1.0,False,4.2,0,1,
420 Arden St,3031,Kensington,Northern Metropolitan,Melbourne,h,1000000,Nelson,VB,2017-04-29,2017,4,2,1.0,False,0.0,False,4.2,159,0,
33 McCracken St,3031,Kensington,Northern Metropolitan,Melbourne,h,1817000,Hodges,SP,2017-04-29,2017,4,4,2.0,False,1.0,False,4.2,309,0,
26 Canterbury Rd,3206,Middle Park,Southern Metropolitan,Port Phillip,h,1420000,RT,S,2017-04-08,2017,4,3,1.0,False,0.0,False,4.1,112,0,
81 Carter St,3206,Middle Park,Southern Metropolitan,Port Phillip,h,1335000,Greg,S,2017-04-08,2017,4,2,1.0,False,1.0,False,4.1,107,0,
158 Neville St,3206,Middle Park,Southern Metropolitan,Port Phillip,h,1300000,hockingstuart,S,2017-04-08,2017,4,2,1.0,False,0.0,False,4.1,132,0,80.0
84 Hambleton St,3206,Middle Park,Southern Metropolitan,Port Phillip,h,2860000,Chisholm,S,2017-05-20,2017,5,4,3.0,False,2.0,False,4.1,160,0,
129 Hambleton St,3206,Middle Park,Southern Metropolitan,Port Phillip,h,1630000,Cayzer,S,2017-04-29,2017,4,3,1.0,False,0.0,False,4.1,143,0,
23 Nimmo St,3206,Middle Park,Southern Metropolitan,Port Phillip,h,2250000,Marshall,VB,2017-04-29,2017,4,3,2.0,False,1.0,False,4.1,148,0,146.0
6 Cooma St,3189,Moorabbin,Southern Metropolitan,Kingston,h,1035000,McGrath,S,2017-04-08,2017,4,2,1.0,False,1.0,False,14.6,593,0,
28 Grandview Gr,3189,Moorabbin,Southern Metropolitan,Kingston,h,1321000,Charlton,S,2017-04-08,2017,4,3,1.0,False,2.0,False,14.6,688,0,
3/29 Fiddes St,3189,Moorabbin,Southern Metropolitan,Kingston,t,742500,Buxton,S,2017-05-13,2017,5,2,1.0,False,1.0,False,14.6,179,0,101.0
239 Chesterville Rd,3189,Moorabbin,Southern Metropolitan,Kingston,h,860000,Hodges,SA,2017-04-22,2017,4,3,1.0,False,2.0,False,14.6,601,0,104.0
41 Chapman St,3051,North Melbourne,Northern Metropolitan,Melbourne,h,2161000,Nelson,S,2017-05-13,2017,5,3,2.0,False,1.0,False,2.3,230,0,245.0
